id,userID,placeID,rating,food_rating,service_rating
85,U1030,134986,2,2,2
86,U1012,134986,2,2,2
87,U1012,135018,2,2,2
88,U1030,135088,1,0,1
89,U1093,132767,2,2,2
90,U1030,135016,0,0,0
91,U1093,135011,1,1,0
92,U1030,132767,0,0,0
93,U1030,135019,0,0,0
94,U1030,135109,0,0,0
95,U1030,134996,0,0,0
96,U1066,135011,1,2,2
97,U1066,134999,1,1,1
98,U1127,134975,2,2,2
99,U1127,135021,2,1,1
100,U1127,134987,2,0,2
101,U1127,134996,2,2,2
102,U1017,132768,1,1,1
103,U1066,135019,2,1,0
104,U1017,134975,2,1,1
105,U1017,134983,0,0,1
106,U1066,132767,1,2,1
107,U1100,135021,2,1,0
108,U1100,134996,2,1,1
109,U1066,135013,1,2,2
110,U1100,135000,2,1,1
111,U1100,135001,2,2,2
112,U1100,132768,2,2,2
113,U1100,134976,2,2,1
114,U1133,134983,1,1,1
115,U1133,134986,2,2,2
116,U1133,132766,1,1,0
117,U1133,132767,0,0,0
118,U1133,135021,2,2,2
119,U1133,135001,2,2,2
120,U1133,134975,1,1,1
121,U1133,134992,1,2,1
122,U1133,135019,1,2,0
123,U1118,134987,0,0,0
124,U1072,135016,1,2,2
125,U1072,132773,2,1,2
126,U1072,135088,0,1,0
127,U1026,132561,1,1,1
128,U1026,132706,0,2,0
129,U1026,132654,0,0,0
130,U1026,132665,2,2,2
131,U1023,132740,0,0,0
132,U1023,132733,2,2,2
133,U1080,132668,1,1,1
134,U1080,132660,2,2,2
135,U1080,132733,1,1,1
136,U1080,132608,2,2,2
137,U1063,132660,2,2,2
138,U1063,132584,2,1,1
139,U1063,132609,1,0,1
140,U1063,135104,1,2,1
141,U1063,132667,1,2,1
142,U1080,132564,1,1,1
143,U1080,132715,1,1,1
144,U1082,132732,0,0,0
145,U1082,132733,0,0,0
146,U1074,135011,2,1,2
147,U1074,134987,2,2,2
148,U1074,134976,2,2,2
149,U1117,135018,1,1,1
150,U1117,132766,0,0,1
151,U1117,135088,1,1,2
152,U1117,135016,2,2,1
153,U1117,132773,1,2,2
154,U1117,135000,1,1,1
155,U1118,132583,0,0,0
156,U1118,132768,0,0,0
157,U1118,135021,2,0,0
158,U1118,134983,0,0,0
159,U1118,135001,0,0,0
160,U1118,134992,0,0,0
161,U1020,135088,1,2,0
162,U1020,132768,2,2,2
163,U1020,134996,1,1,1
164,U1020,135109,2,2,1
165,U1051,135088,1,1,1
166,U1051,135109,1,1,1
167,U1051,132768,1,2,1
168,U1055,135051,1,2,2
169,U1055,135075,2,2,2
170,U1055,132572,2,2,2
171,U1055,135028,2,2,2
172,U1055,135025,2,2,2
173,U1083,132572,2,2,2
174,U1083,135049,0,0,0
175,U1055,135106,2,2,2
176,U1083,135072,1,2,2
177,U1083,135074,2,2,2
178,U1083,132755,2,2,2
179,U1083,135044,1,2,2
180,U1055,135048,2,2,2
181,U1055,135047,2,2,2
182,U1055,132754,2,2,2
183,U1055,132825,2,2,2
184,U1053,135076,1,1,1
185,U1053,135032,2,2,1
186,U1053,132825,1,2,0
187,U1053,135063,2,1,2
188,U1035,135018,1,2,1
189,U1035,132773,2,1,2
190,U1053,135042,2,1,2
191,U1053,135053,2,2,0
192,U1053,132754,1,2,1
193,U1035,132583,1,0,2
194,U1053,135081,2,2,1
195,U1053,135025,2,1,2
196,U1053,135038,2,1,2
197,U1053,135060,2,2,1
198,U1053,135062,2,1,1
199,U1053,135047,2,2,2
200,U1064,135042,1,2,1
201,U1081,135069,1,0,1
202,U1064,135057,1,1,2
203,U1081,135076,1,2,2
204,U1081,135043,0,0,1
205,U1064,135069,0,0,1
206,U1081,135039,0,0,0
207,U1064,135060,1,0,1
208,U1064,135052,2,0,2
209,U1081,132825,1,0,1
210,U1081,135032,0,1,1
211,U1081,135028,1,2,2
212,U1081,135085,1,2,1
213,U1081,135052,0,1,1
214,U1081,135030,1,1,1
215,U1081,135027,0,1,1
216,U1001,132830,1,1,1
217,U1001,132825,2,2,1
218,U1014,135076,1,2,1
219,U1088,132830,0,2,2
220,U1088,135108,2,2,2
221,U1014,135069,1,0,1
222,U1014,135050,2,2,2
223,U1088,135057,1,2,2
224,U1014,135081,2,1,1
225,U1014,135057,1,0,2
226,U1014,135070,2,2,2
227,U1088,135041,2,2,2
228,U1088,135069,1,2,2
229,U1088,135082,2,2,2
230,U1014,135043,1,0,0
231,U1014,135042,1,1,0
232,U1088,135071,0,0,0
233,U1088,135054,2,2,2
234,U1088,135070,2,2,1
235,U1014,135066,2,1,2
236,U1088,135032,2,2,2
237,U1088,135081,1,2,2
238,U1088,135051,2,1,2
239,U1014,132830,2,2,1
240,U1014,135082,0,0,0
241,U1056,135066,2,2,2
242,U1056,135050,0,0,0
243,U1056,135076,2,2,2
244,U1056,135081,2,2,2
245,U1056,135062,2,2,2
246,U1056,135027,2,2,2
247,U1056,135085,2,2,2
248,U1056,135052,2,2,2
249,U1056,132825,2,2,2
250,U1056,135051,2,2,2
251,U1134,135047,1,1,1
252,U1134,135026,0,0,0
253,U1134,135044,1,1,1
254,U1134,132825,1,2,1
255,U1134,135059,2,1,0
256,U1134,135065,2,2,2
257,U1134,135046,2,1,1
258,U1134,135085,2,1,2
259,U1134,135079,1,1,2
260,U1134,135055,2,2,2
261,U1134,132754,2,1,1
262,U1134,132572,0,0,0
263,U1134,135075,2,1,1
264,U1134,135080,1,1,1
265,U1134,135064,2,2,2
266,U1134,135074,2,2,2
267,U1106,135041,1,1,1
268,U1126,135069,0,0,0
269,U1106,135032,0,0,0
270,U1126,135057,2,2,2
271,U1126,132830,0,0,0
272,U1106,135028,2,1,0
273,U1126,135040,0,0,0
274,U1126,135106,2,2,2
275,U1126,135052,2,1,1
276,U1126,135041,2,1,1
277,U1126,135038,1,0,1
278,U1126,135054,1,2,1
279,U1126,135108,2,2,1
280,U1044,134986,2,2,2
281,U1124,135054,1,1,1
282,U1044,132768,2,2,2
283,U1124,135108,1,1,1
284,U1124,135032,1,1,1
285,U1124,135071,1,0,1
286,U1124,135070,1,1,1
287,U1124,135069,1,1,1
288,U1124,135081,1,1,0
289,U1124,135057,1,1,1
290,U1124,135039,1,1,1
291,U1124,135050,0,1,0
292,U1018,135043,0,0,0
293,U1125,135043,1,1,2
294,U1125,135081,0,0,2
295,U1125,135076,1,1,1
296,U1018,135082,2,2,2
297,U1125,135050,2,1,1
298,U1125,135066,1,0,1
299,U1125,135032,1,2,1
300,U1119,134986,2,2,2
301,U1119,135021,0,0,0
302,U1119,135001,2,2,2
303,U1125,135042,1,1,1
304,U1119,132583,2,2,2
305,U1125,135063,1,2,1
306,U1119,132768,2,2,2
307,U1125,135060,1,0,2
308,U1125,135038,2,2,1
309,U1125,135062,1,2,1
310,U1018,135081,1,1,1
311,U1018,135057,1,1,0
312,U1018,135066,1,1,1
313,U1018,135032,1,1,1
314,U1018,135062,0,0,1
315,U1018,135025,1,1,1
316,U1018,135069,0,1,1
317,U1018,135108,1,0,1
318,U1076,135039,2,2,1
319,U1076,135038,1,2,2
320,U1076,135027,0,1,1
321,U1076,135042,2,2,2
322,U1022,135040,0,0,0
323,U1076,135073,2,1,1
324,U1022,135033,1,1,2
325,U1022,135025,0,0,0
326,U1022,135032,1,1,2
327,U1022,135057,2,2,2
328,U1022,135060,1,1,2
329,U1022,135052,2,2,2
330,U1022,135038,2,1,2
331,U1022,135081,0,2,1
332,U1022,135045,2,1,1
333,U1022,135051,2,1,1
334,U1022,135073,2,2,2
335,U1022,135062,1,2,1
336,U1022,135063,2,1,2
337,U1094,135054,0,0,0
338,U1094,135082,0,0,0
339,U1094,135057,0,1,0
340,U1094,135071,0,1,0
341,U1094,132830,0,1,0
342,U1094,135070,0,1,0
343,U1094,135108,0,1,1
344,U1094,135069,0,1,0
345,U1116,135047,2,2,2
346,U1116,135060,0,0,0
347,U1116,135038,2,2,2
348,U1116,135085,2,2,2
349,U1116,135052,2,2,2
350,U1116,135025,2,2,2
351,U1116,135059,0,2,2
352,U1116,135027,0,2,2
353,U1116,132825,2,2,2
354,U1116,135030,1,2,2
355,U1116,132834,2,2,2
356,U1105,135057,0,0,0
357,U1105,135069,0,0,0
358,U1105,132830,0,0,0
359,U1105,135040,0,0,0
360,U1105,135033,0,0,0
361,U1105,135054,0,0,0
362,U1105,135039,0,0,0
363,U1105,135052,0,0,0
364,U1075,135081,1,2,1
365,U1075,135066,2,1,2
366,U1075,135050,2,2,2
367,U1007,135108,1,1,1
368,U1075,135076,2,2,0
369,U1007,135057,1,1,2
370,U1075,135032,1,1,1
371,U1075,132834,1,2,1
372,U1075,135057,2,1,1
373,U1075,132830,1,1,1
374,U1075,135062,1,0,1
375,U1075,135039,2,2,0
376,U1075,135051,1,1,1
377,U1075,135041,1,1,0
378,U1115,135057,2,2,2
379,U1115,135082,2,2,2
380,U1115,135054,0,0,1
381,U1115,135108,1,2,2
382,U1115,135069,1,0,1
383,U1115,132830,2,2,2
384,U1115,135070,1,1,1
385,U1115,135071,2,2,2
386,U1072,135000,0,0,0
387,U1024,132834,1,1,1
388,U1024,135106,1,1,1
389,U1024,135042,1,2,1
390,U1024,132825,1,1,0
391,U1024,135060,1,0,2
392,U1024,135032,2,2,2
393,U1024,135039,2,2,2
394,U1024,135045,2,2,0
395,U1024,135027,1,2,0
396,U1024,135073,1,2,0
397,U1024,135051,1,1,0
398,U1024,135041,1,1,1
399,U1024,135038,1,1,0
400,U1024,135028,1,1,1
401,U1024,135030,1,1,1
402,U1132,135038,1,1,1
403,U1132,132825,2,2,2
404,U1132,135085,2,2,2
405,U1132,135062,2,1,1
406,U1132,135025,1,1,2
407,U1132,135052,2,2,2
408,U1132,135028,2,2,2
409,U1132,135032,1,0,1
410,U1132,135051,1,1,0
411,U1132,135027,2,1,0
412,U1005,135050,1,2,1
413,U1005,135076,2,2,1
414,U1005,132830,1,1,0
415,U1005,135066,2,1,1
416,U1005,135041,1,1,1
417,U1005,135057,1,2,1
418,U1005,135043,0,2,0
419,U1005,135042,2,1,2
420,U1005,135032,2,1,2
421,U1120,135085,0,0,0
422,U1120,132845,1,0,2
423,U1120,135032,1,1,1
424,U1120,135045,1,2,2
425,U1120,135038,0,0,0
426,U1004,135060,1,1,1
427,U1004,135028,2,2,2
428,U1004,135106,2,2,2
429,U1120,135057,2,2,2
430,U1004,135062,2,2,1
431,U1120,135026,1,1,1
432,U1004,135032,2,2,2
433,U1120,132846,2,2,1
434,U1077,135027,0,1,1
435,U1120,132847,2,2,2
436,U1037,135054,2,1,1
437,U1037,135082,0,0,0
438,U1037,135070,0,0,0
439,U1037,132845,0,0,0
440,U1037,135108,2,2,2
441,U1037,132847,1,1,1
442,U1037,132830,2,2,2
443,U1035,135000,2,2,2
444,U1035,134996,2,1,2
445,U1035,134986,2,2,2
446,U1052,132851,1,0,2
447,U1036,132834,1,2,2
448,U1036,135064,2,2,1
449,U1036,135079,2,2,2
450,U1036,135042,2,2,2
451,U1036,135085,2,2,2
452,U1036,135025,2,2,2
453,U1036,132825,2,2,2
454,U1036,135059,2,2,2
455,U1036,135052,2,2,2
456,U1036,132754,2,2,2
457,U1036,135065,0,0,0
458,U1036,135045,2,2,2
459,U1038,132854,1,2,2
460,U1038,132856,0,1,1
461,U1038,132858,0,2,1
462,U1038,132861,1,1,2
463,U1038,132862,2,2,2
464,U1071,132862,2,2,2
465,U1071,135063,2,1,2
466,U1071,135052,2,2,2
467,U1071,135060,1,2,2
468,U1071,135042,2,2,2
469,U1071,132825,2,2,2
470,U1071,132856,2,2,2
471,U1071,135032,2,2,2
472,U1071,132834,1,1,1
473,U1071,135039,2,2,2
474,U1071,135028,2,2,2
475,U1071,135025,2,2,2
476,U1071,135030,2,2,2
477,U1114,135053,0,0,0
478,U1084,135058,1,0,2
479,U1084,132862,2,2,2
480,U1084,135072,2,2,2
481,U1084,135030,2,2,2
482,U1084,135026,2,2,2
483,U1084,135035,2,2,2
484,U1084,135045,2,2,2
485,U1084,132861,2,2,2
486,U1084,135085,2,2,2
487,U1084,132723,1,0,1
488,U1049,132825,0,0,0
489,U1049,135041,0,0,0
490,U1019,132830,0,0,0
491,U1019,135076,0,0,0
492,U1019,135038,0,0,0
493,U1019,132856,0,0,0
494,U1069,135070,0,0,0
495,U1069,135082,0,0,0
496,U1069,135108,0,0,0
497,U1069,132858,0,0,0
498,U1069,135069,0,0,0
499,U1069,132846,0,0,0
500,U1069,132845,0,0,0
501,U1069,132851,1,0,0
502,U1069,132847,0,2,0
503,U1113,135038,1,2,0
504,U1113,135057,2,2,1
505,U1113,135085,1,2,1
506,U1113,135032,0,0,0
507,U1113,135079,1,2,1
508,U1113,135046,2,2,1
509,U1113,132856,0,1,0
510,U1113,132854,0,0,0
511,U1104,135039,0,0,1
512,U1104,132825,1,2,1
513,U1104,135085,2,2,1
514,U1104,135030,2,1,1
515,U1104,135062,1,1,2
516,U1106,135047,0,0,0
517,U1106,135052,0,0,0
518,U1104,132834,1,2,1
519,U1106,135106,0,0,0
520,U1106,132754,2,2,1
521,U1104,135052,1,1,1
522,U1106,132856,0,1,0
523,U1104,135032,2,1,1
524,U1104,135025,2,1,1
525,U1106,132834,2,1,1
526,U1104,135047,1,2,1
527,U1106,135042,2,0,0
528,U1106,135039,2,1,1
529,U1052,132866,2,2,1
530,U1106,135066,2,1,2
531,U1106,135085,2,2,2
532,U1104,135033,1,1,2
533,U1106,135062,2,2,1
534,U1106,132862,2,2,2
535,U1106,135030,2,2,1
536,U1106,135079,2,2,2
537,U1106,135064,2,2,2
538,U1052,132869,2,2,1
539,U1052,132870,1,1,1
540,U1104,135041,1,2,1
541,U1079,134986,2,2,2
542,U1079,134976,1,1,0
543,U1079,132768,2,2,2
544,U1079,132766,1,2,1
545,U1045,132825,2,1,1
546,U1045,135064,0,0,0
547,U1045,132856,1,2,2
548,U1045,135085,2,2,2
549,U1045,135032,0,0,0
550,U1045,132834,1,1,1
551,U1045,135052,1,2,2
552,U1045,135060,2,2,2
553,U1045,135051,2,2,2
554,U1045,135041,1,2,1
555,U1009,132754,1,2,1
556,U1009,132862,2,1,2
557,U1009,135060,1,1,1
558,U1009,135059,2,1,1
559,U1009,132834,2,2,1
560,U1009,135058,1,1,2
561,U1009,135038,2,2,2
562,U1009,132825,1,1,0
563,U1009,135052,2,1,0
564,U1009,135063,0,0,0
565,U1009,135079,1,2,2
566,U1016,132834,2,2,2
567,U1016,135042,1,2,2
568,U1016,135032,2,2,2
569,U1016,135106,2,2,2
570,U1016,132856,2,2,2
571,U1016,135045,2,2,2
572,U1016,135060,2,2,2
573,U1016,135066,2,2,2
574,U1016,135085,2,2,0
575,U1016,135052,2,2,2
576,U1016,132862,2,2,2
577,U1016,135051,2,2,0
578,U1016,135062,2,2,2
579,U1047,132875,0,0,0
580,U1047,132877,0,0,0
581,U1047,132884,0,0,0
582,U1095,132872,1,2,2
583,U1095,135034,2,2,2
584,U1095,135058,1,2,2
585,U1034,135086,1,1,1
586,U1095,132861,1,1,1
587,U1034,135049,0,0,0
588,U1034,132723,1,0,1
589,U1095,132723,2,2,2
590,U1095,135086,1,2,1
591,U1095,135055,2,2,2
592,U1007,135058,1,2,1
593,U1007,135085,1,2,0
594,U1095,135064,1,1,1
595,U1095,135035,2,2,2
596,U1095,135072,2,2,2
597,U1007,135025,1,1,1
598,U1007,135032,1,1,0
599,U1007,135086,0,0,0
600,U1007,132572,1,1,1
601,U1007,135038,1,1,0
602,U1078,132885,1,1,1
603,U1099,135076,1,1,0
604,U1099,132834,2,2,2
605,U1008,132866,1,1,1
606,U1008,132858,1,2,1
607,U1099,135043,2,2,2
608,U1099,132885,0,0,0
609,U1008,132854,2,2,1
610,U1099,132872,1,1,2
611,U1008,135108,1,1,0
612,U1008,132851,1,1,1
613,U1099,132856,1,1,0
614,U1008,132869,1,1,1
615,U1099,135066,1,1,1
616,U1008,135069,1,1,1
617,U1099,135038,0,1,1
618,U1099,135060,2,2,2
619,U1099,135045,1,1,1
620,U1008,132846,1,1,1
621,U1008,135054,1,1,1
622,U1099,135042,1,1,1
623,U1040,132773,1,1,1
624,U1040,134999,1,1,1
625,U1040,135013,2,2,2
626,U1040,135019,1,2,1
627,U1121,135021,0,0,0
628,U1110,135021,1,2,1
629,U1110,132767,2,2,2
630,U1110,135013,2,2,2
631,U1110,134999,2,2,2
632,U1121,135019,2,2,2
633,U1121,132767,2,2,2
634,U1121,134999,2,2,2
635,U1042,132768,2,2,1
636,U1042,135021,1,2,0
637,U1042,134996,2,2,2
638,U1013,135079,1,1,1
639,U1013,135072,2,1,1
640,U1013,135085,1,2,0
641,U1013,135076,1,1,0
642,U1054,135062,2,2,0
643,U1054,135060,2,2,2
644,U1054,135039,2,2,1
645,U1054,135052,2,2,1
646,U1054,132856,2,2,2
647,U1054,135051,2,2,0
648,U1054,135025,2,2,2
649,U1054,135041,2,2,2
650,U1054,135038,2,1,1
651,U1054,135032,1,1,1
652,U1054,135045,2,1,2
653,U1042,134986,2,2,2
654,U1042,134992,1,2,1
655,U1111,132845,2,2,1
656,U1111,135071,2,2,2
657,U1111,132858,1,1,1
658,U1111,132854,2,2,2
659,U1111,132877,1,1,1
660,U1037,135071,1,0,0
661,U1111,132851,2,1,0
662,U1111,135108,2,1,0
663,U1111,132869,0,0,0
664,U1037,132869,1,1,2
665,U1111,132870,0,0,0
666,U1037,132851,2,2,1
667,U1111,132847,0,0,0
668,U1111,135082,1,0,0
669,U1037,132854,1,2,0
670,U1015,132845,1,1,1
671,U1015,132866,0,1,1
672,U1015,132870,0,0,1
673,U1015,135054,1,1,1
674,U1015,132869,2,2,2
675,U1015,132851,1,1,1
676,U1015,132877,1,1,2
677,U1128,132872,0,0,0
678,U1062,132872,0,0,0
679,U1101,135039,1,1,1
680,U1101,135027,2,1,1
681,U1101,135073,1,1,1
682,U1101,135106,0,0,0
683,U1101,132856,1,0,1
684,U1101,135032,2,2,1
685,U1101,135038,2,2,1
686,U1101,135051,2,0,2
687,U1101,135052,2,1,1
688,U1101,135041,0,0,0
689,U1001,135085,0,1,1
690,U1001,135040,1,1,1
691,U1001,135039,1,1,1
692,U1001,135045,1,1,1
693,U1001,135033,1,1,1
694,U1001,135025,2,2,2
695,U1001,135051,1,1,2
696,U1135,135085,0,0,0
697,U1135,135106,0,0,0
698,U1135,135052,0,0,0
699,U1135,135041,0,0,0
700,U1032,132872,1,1,1
701,U1032,135058,2,1,0
702,U1032,135079,2,2,0
703,U1032,135085,1,1,1
704,U1032,135042,0,1,0
705,U1032,132856,1,1,0
706,U1135,132825,0,0,0
707,U1135,132834,0,0,0
708,U1032,135038,1,1,0
709,U1032,132834,1,1,0
710,U1032,135060,1,1,1
711,U1135,135058,0,0,0
712,U1032,135032,0,0,0
713,U1135,135063,0,0,0
714,U1135,132856,0,0,0
715,U1135,135045,0,0,0
716,U1135,135028,0,0,0
717,U1135,135032,0,0,0
718,U1135,135042,0,0,0
719,U1135,135060,0,0,0
720,U1048,135049,1,0,2
721,U1048,135026,2,2,2
722,U1048,135034,2,2,1
723,U1048,135048,0,1,0
724,U1048,135065,2,2,0
725,U1048,132755,2,2,2
726,U1048,132723,2,2,2
727,U1062,135085,0,0,0
728,U1062,135053,0,0,0
729,U1092,135071,1,0,0
730,U1062,132825,0,0,0
731,U1092,135085,0,0,0
732,U1062,135052,0,0,0
733,U1092,135046,0,0,0
734,U1062,135062,0,0,0
735,U1092,132572,1,0,0
736,U1062,135038,0,0,0
737,U1062,135045,0,0,0
738,U1092,135025,2,1,1
739,U1062,132834,0,0,0
740,U1092,132723,1,1,1
741,U1051,134996,1,1,2
742,U1013,132875,2,2,1
743,U1085,135043,2,2,2
744,U1085,132885,0,0,0
745,U1085,135050,2,2,2
746,U1085,135076,2,2,2
747,U1085,135081,2,2,2
748,U1109,135028,2,2,2
749,U1109,132856,1,1,1
750,U1085,135042,0,0,0
751,U1085,135059,2,2,1
752,U1109,132825,2,2,2
753,U1085,132872,0,2,2
754,U1085,135055,2,2,2
755,U1109,135032,2,2,2
756,U1085,132825,2,2,2
757,U1109,135063,2,2,2
758,U1109,135042,2,2,2
759,U1109,135058,2,2,2
760,U1109,135085,2,2,2
761,U1109,135038,2,2,2
762,U1109,132872,1,1,1
763,U1078,135081,1,1,1
764,U1078,135060,2,2,2
765,U1078,135106,2,2,2
766,U1078,135041,2,1,2
767,U1078,132834,0,2,1
768,U1078,135052,2,2,2
769,U1019,135079,0,0,0
770,U1102,132846,2,2,2
771,U1098,132885,1,1,0
772,U1098,135060,2,1,2
773,U1098,132856,1,2,1
774,U1046,135026,1,0,2
775,U1122,135066,2,1,1
776,U1122,135065,2,2,2
777,U1122,132872,2,2,2
778,U1122,135058,2,0,2
779,U1122,132834,2,1,1
780,U1122,132754,2,1,2
781,U1122,135079,2,2,2
782,U1122,135038,2,2,2
783,U1122,135085,2,2,1
784,U1122,135030,2,1,1
785,U1122,135064,1,1,1
786,U1122,135053,2,2,2
787,U1138,132921,2,2,1
788,U1138,132922,2,2,2
789,U1138,132925,1,2,1
790,U1013,132921,2,2,1
791,U1098,135085,1,2,1
792,U1098,132825,1,1,1
793,U1098,135079,2,1,1
794,U1098,135032,2,1,1
795,U1098,135038,1,1,1
796,U1098,132861,2,2,1
797,U1098,135046,1,2,1
798,U1098,132862,1,2,2
799,U1098,132921,1,2,1
800,U1034,132884,0,0,0
801,U1034,135055,0,0,0
802,U1034,135035,1,1,1
803,U1033,135065,1,1,1
804,U1033,135028,2,1,1
805,U1033,135085,2,2,2
806,U1033,135046,2,1,1
807,U1033,135045,2,1,2
808,U1033,132951,2,1,0
809,U1033,132572,1,0,0
810,U1033,132921,2,1,1
811,U1033,135075,2,1,0
812,U1033,135038,1,1,1
813,U1033,135030,2,1,1
814,U1089,135058,1,1,1
815,U1089,135064,1,1,1
816,U1089,135028,1,1,1
817,U1089,132951,1,1,1
818,U1003,135064,0,0,0
819,U1089,132921,1,1,1
820,U1003,132825,2,2,1
821,U1089,132754,1,1,1
822,U1003,135075,2,2,2
823,U1089,135026,1,1,1
824,U1003,132862,1,2,2
825,U1089,132872,1,1,1
826,U1089,135085,1,1,1
827,U1003,135041,0,1,1
828,U1089,135072,1,1,1
829,U1089,132834,1,1,1
830,U1003,132937,2,2,1
831,U1089,132875,1,1,1
832,U1089,135038,0,0,0
833,U1003,132922,2,2,2
834,U1091,132825,0,1,1
835,U1091,135075,2,2,2
836,U1089,135079,0,0,0
837,U1003,132723,2,2,1
838,U1091,132861,1,1,1
839,U1003,132755,2,2,1
840,U1091,132875,1,2,2
841,U1003,135080,2,1,2
842,U1091,135086,1,1,1
843,U1003,135079,2,2,2
844,U1027,135066,0,0,0
845,U1091,135080,0,1,1
846,U1027,132921,1,1,1
847,U1091,132572,2,2,2
848,U1027,135052,1,1,1
849,U1091,132884,2,2,2
850,U1091,135035,1,1,1
851,U1027,132937,1,1,1
852,U1027,132951,1,1,1
853,U1027,132925,1,1,1
854,U1027,132872,1,1,1
855,U1027,132875,1,1,1
856,U1027,135085,1,1,1
857,U1027,135042,1,1,1
858,U1027,135062,1,1,1
859,U1029,135047,1,1,1
860,U1029,135059,2,1,1
861,U1029,132937,1,1,1
862,U1029,135085,1,1,1
863,U1029,132834,0,1,0
864,U1029,132754,0,0,0
865,U1029,132825,1,1,0
866,U1029,132921,1,1,1
867,U1029,132862,1,1,1
868,U1029,132922,1,1,1
869,U1086,135063,1,1,1
870,U1086,132921,1,1,1
871,U1086,135085,2,1,1
872,U1086,132922,2,1,2
873,U1086,132937,2,0,1
874,U1086,135045,2,2,2
875,U1086,135041,2,2,2
876,U1086,135060,1,1,1
877,U1086,132951,1,1,1
878,U1019,132921,0,0,0
879,U1019,132834,0,0,0
880,U1137,132951,2,2,2
881,U1019,135062,0,0,0
882,U1019,135086,0,0,0
883,U1137,135085,2,1,2
884,U1137,132834,2,2,2
885,U1090,132572,1,1,2
886,U1137,132862,2,2,2
887,U1137,135058,0,2,2
888,U1137,135059,2,0,2
889,U1137,135062,2,2,2
890,U1137,132825,2,2,1
891,U1137,132723,2,2,2
892,U1137,132755,2,2,2
893,U1137,135042,2,2,2
894,U1137,132884,2,2,2
895,U1137,135049,2,2,2
896,U1137,135075,2,2,2
897,U1114,132825,0,0,0
898,U1114,135065,0,0,0
899,U1114,135058,0,0,0
900,U1114,132723,0,0,0
901,U1114,132951,0,0,0
902,U1114,132872,1,1,1
903,U1114,132834,0,0,0
904,U1114,135072,0,0,0
905,U1114,132754,0,0,0
906,U1114,132755,1,2,1
907,U1061,132825,1,2,1
908,U1061,135048,2,2,2
909,U1061,132921,1,2,1
910,U1061,135026,2,2,2
911,U1061,132723,2,2,1
912,U1061,135075,2,2,2
913,U1061,135034,2,2,2
914,U1061,135041,2,2,2
915,U1013,132572,1,1,0
916,U1013,135075,2,2,1
917,U1061,135046,1,2,1
918,U1061,132572,1,2,2
919,U1061,135058,1,1,1
920,U1046,135044,1,1,0
921,U1046,135065,2,2,2
922,U1046,132921,2,1,2
923,U1046,135085,1,2,1
924,U1046,132572,1,2,0
925,U1046,135058,2,2,1
926,U1046,132951,1,1,2
927,U1046,132861,1,2,2
928,U1041,135001,1,1,1
929,U1041,134983,2,2,2
930,U1041,135021,2,2,2
